sentence,category,probability
"The importance of ethical fashion in promoting social responsibility cannot be overemphasized.
",Fashion,0.9447250366210938
"The sports broadcaster interviewed the winning team after the game.
",Sports,0.99167799949646
"The importance of food accessibility cannot be overemphasized.
",Food,0.9392043948173523
"The importance of sustainable fashion initiatives in promoting sustainability cannot be overstated.
",Fashion,0.9684064984321594
"The benefits of tree planting are many, including improved air quality and reduced soil erosion.
",Environment,0.7410523891448975
"The opioid crisis is a major public health issue in the United States.
",Health,0.8456423282623291
"The importance of sustainable fashion innovation in promoting sustainability cannot be overemphasized.
",Fashion,0.9713597297668457
"The American Academy of Pediatrics recommends regular check-ups for children to monitor their growth and development.
",Health,0.7093917727470398
"The importance of sustainable packaging in fashion cannot be overstated.
",Fashion,0.9271480441093445
"The impact of educational attainment on air quality is a topic of concern.
",Education,0.7765336632728577
"The Supreme Court has issued a ruling on the controversial issue.
",Environment,0.735248863697052
"The importance of global competence education in education cannot be overstated.
",Education,0.9154962301254272
"The TV drama kept viewers on the edge of their seats with its twists and turns.
",Entertainment,0.8538235425949097
"The singer-songwriter performed an acoustic set at a small venue.
",Entertainment,0.7505251169204712
"The impact of food allergies on quality of life is a topic of concern.
",Food,0.9548693299293518
"The best way to find cheap flights is to use a flight comparison website.
",Environment,0.7780858874320984
"The importance of media education in education cannot be overemphasized.
",Education,0.8179816603660583
"The impact of the aging population on adventure travel is a topic of concern.
",Travel,0.8909439444541931
"The hockey goalie made a spectacular save to keep the game tied.
",Sports,0.9849534034729004
"Regular exercise and a balanced diet are key to maintaining good health.
",Health,0.8992117643356323
"The sports photographer captured stunning images of the action.
",Sports,0.9702370166778564
"The benefits of investing in renewable energy are becoming increasingly clear.
",Environment,0.7944884300231934
"The impact of educational attainment on economic growth is a topic of concern.
",Education,0.9333174824714661
"The mobile app revolutionized the way people communicate and share information.
",Technology,0.9681474566459656
"The impact of fashion on cultural identity is a topic of ongoing research.
",Fashion,0.8405901193618774
"The importance of sustainable agriculture in feeding a growing population cannot be overstated.
",Food,0.8182590007781982
"The impact of food deserts on mental health is a topic of concern.
",Food,0.8218923807144165
"The Supreme Court has issued a ruling on the controversial issue.
",Environment,0.735248863697052
"The cricket match drew a large crowd of passionate fans.
",Sports,0.9903271794319153
"The impact of acid rain on the environment is a topic of ongoing concern.
",Environment,0.910667896270752
"The importance of sustainable fashion advocacy in fashion cannot be overemphasized.
",Fashion,0.9488412141799927
"The gaming industry generates billions in revenue from consoles, games, and accessories.
",Entertainment,0.7265183925628662
"The importance of protecting peatlands in maintaining carbon sequestration cannot be overemphasized.
",Environment,0.7694724798202515
"The importance of social-emotional learning in education cannot be overstated.
",Education,0.898965060710907
"The benefits of a cooperative learning education are many, including improved teamwork and social skills.
",Education,0.8982318639755249
"The importance of scientific literacy in promoting informed decision-making cannot be overemphasized.
",Science,0.8714712858200073
"The political landscape is becoming increasingly complex.
",Politics,0.9670799970626831
"The benefits of space exploration are many, including improved understanding of the universe and development of new technologies.
",Technology,0.8409799337387085
"The importance of science policy in promoting evidence-based decision-making cannot be overstated.
",Science,0.9393728375434875
"The importance of sustainable fashion regulations in promoting sustainability cannot be overstated.
",Fashion,0.9672710299491882
"The benefits of traveling solo are many, including independence and self-discovery.
",Travel,0.9416832327842712
"The importance of digital citizenship education in education cannot be overemphasized.
",Education,0.887768566608429
"The sports bar hosted a viewing party for the big game.
",Sports,0.9833986759185791
"The benefits of a healthy lifestyle for longevity are well documented.
",Health,0.9088813066482544
"The benefits of a healthy diet for reducing inflammation are becoming increasingly clear.
",Health,0.7813104391098022
"The benefits of eating breakfast are many, including improved cognitive function and weight management.
",Health,0.8235792517662048
"The celebrity couple's breakup made headlines in tabloid magazines.
",Entertainment,0.7335538268089294
"The basketball tournament attracted teams from all over the state.
",Sports,0.9905644655227661
"The importance of lifelong learning cannot be overstated.
",Education,0.7382131218910217
"The importance of scientific transparency in promoting public trust and accountability cannot be overemphasized.
",Science,0.9156256914138794
"The benefits of sustainable fashion are many, including reduced environmental impact and improved labor practices.
",Fashion,0.9595335721969604
"The tech startup raised millions in funding to develop its innovative product.
",Technology,0.9756932854652405
"The importance of digital literacy in education cannot be overstated.
",Education,0.8930517435073853
"The importance of early childhood education cannot be overemphasized.
",Education,0.9012084007263184
"The link between poor nutrition and immune function is well established.
",Health,0.8263682126998901
"The benefits of using electric cars are many, including reduced greenhouse gas emissions and improved air quality.
",Environment,0.8202022314071655
"The World Health Organization is urging countries to invest in noncommunicable disease control programs.
",Health,0.857867419719696
"The impact of food culture on health is a topic of ongoing debate.
",Food,0.8591170310974121
"The sports documentary chronicles the journey of an underdog team.
",Sports,0.9640502333641052
"The TV series finale left fans shocked and emotional.
",Entertainment,0.7489882111549377
"The impact of habitat fragmentation on biodiversity is a topic of ongoing scientific research.
",Science,0.9039340019226074
"The motorsports event attracted thrill-seekers from around the country.
",Sports,0.9672091603279114
"The importance of open access in promoting the dissemination and use of scientific research cannot be overstated.
",Science,0.8784457445144653
"The benefits of using low-impact development are many, including reduced stormwater runoff and improved water quality.
",Environment,0.7311257123947144
"The music video went viral, accumulating millions of views on social media.
",Entertainment,0.7972107529640198
"The mayor has been accused of accepting bribes.
",Politics,0.807412326335907
"The best way to experience a new culture is to try the local food.
",Food,0.921454668045044
"The importance of transparency in fashion supply chains cannot be overstated.
",Fashion,0.9467713236808777
"The biometric authentication system uses fingerprints to verify identity.
",Technology,0.8918020129203796
"The impact of fashion on cultural heritage is a topic of ongoing research.
",Fashion,0.7851505875587463
"The importance of responsible marketing in fashion cannot be overstated.
",Fashion,0.9453648924827576
"The impact of food additives on the immune system is a topic of ongoing debate.
",Health,0.7521061897277832
"The sports commentator provided play-by-play coverage of the match.
",Sports,0.9795162081718445
"The importance of reducing noise pollution in promoting sustainability cannot be overstated.
",Environment,0.7486209273338318
"The impact of the COVID-19 pandemic on business travel is a topic of concern.
",Travel,0.9424370527267456
"The political climate is becoming increasingly polarized.
",Politics,0.9653026461601257
"The benefits of a personalized learning education are many, including improved engagement and motivation skills.
",Education,0.842157781124115
"The impact of the student loan debt crisis on budget travel is a topic of concern.
",Travel,0.7114584445953369
"The benefits of regular exercise for cardiovascular health are well documented.
",Health,0.7937090396881104
"The importance of scientific integrity in ensuring the credibility and reliability of research cannot be overemphasized.
",Science,0.9125773906707764
"The benefits of using energy-efficient appliances are many, including reduced energy consumption and improved sustainability.
",Environment,0.7621273398399353
"The benefits of eating a high-protein diet are many, including muscle building and satiety.
",Health,0.7460942268371582
"The sports venue underwent renovations to enhance the spectator experience.
",Sports,0.9792919158935547
"The theater production features elaborate costumes and set design.
",Entertainment,0.8191720247268677
"The basketball shooting guard sank a three-pointer at the buzzer to win the game.
",Sports,0.9847157001495361
"The importance of ethics education in education cannot be overstated.
",Education,0.8327152132987976
"The sports network broadcasted the championship game live to millions of viewers.
",Sports,0.9840935468673706
"The marathoner crossed the finish line with a burst of speed.
",Sports,0.9619153141975403
"The link between obesity and chronic diseases such as diabetes and heart disease is well established.
",Health,0.7746319770812988
"The pop star's concert tour sold out stadiums across the globe.
",Entertainment,0.9551263451576233
"The World Health Organization has issued new guidelines on COVID-19.
",Health,0.8632379174232483
"The reality TV show captivated viewers with its drama and intrigue.
",Entertainment,0.851802408695221
"The importance of reducing plastic pollution in promoting sustainability cannot be overstated.
",Environment,0.7745277285575867
"The impact of food deserts on food culture is a topic of concern.
",Food,0.8055024743080139
"The basketball coach motivates players with inspirational speeches before games.
",Sports,0.9857750535011292
"The benefits of using geothermal energy are many, including reduced greenhouse gas emissions and improved sustainability.
",Environment,0.7771378755569458
"The impact of educational attainment on peace and security is a topic of ongoing research.
",Education,0.834270715713501
"The importance of parental involvement in education cannot be overemphasized.
",Education,0.9095897674560547
"The soccer fanatics painted their faces in the team's colors.
",Sports,0.9829767942428589
"The swimmer set a new personal best in the 100-meter freestyle.
",Sports,0.9695678949356079
"The impact of invasive species on the environment is a topic of ongoing research.
",Environment,0.7948073744773865
"The TV network announced a reboot of a beloved sitcom from the 90s.
",Entertainment,0.8621577024459839
"The sports academy offers training programs for aspiring athletes.
",Sports,0.9463382363319397
"The importance of fashion education in promoting sustainability cannot be overstated.
",Fashion,0.9309835433959961
"The tourism industry has been severely impacted by the COVID-19 pandemic.
",Travel,0.988462507724762
"The importance of sustainable fashion certifications in fashion cannot be overstated.
",Fashion,0.9417914748191833
"The link between alcohol consumption and liver disease is well established.
",Health,0.7562255859375
"The benefits of recycling are many, including reduced landfill waste and conserved resources.
",Environment,0.8269407153129578
"The impact of fashion on cultural exchange is a topic of ongoing research.
",Fashion,0.8566320538520813
"The impact of wildfires on ecosystems is a topic of ongoing scientific research.
",Science,0.9551073908805847
"The sports network broadcasted the match to millions of viewers worldwide.
",Sports,0.9760456681251526
"Fashion is a form of self-expression and creativity.
",Fashion,0.9857975840568542
"The benefits of a healthy weight for overall health are well established.
",Health,0.8619225025177002
"The benefits of regular exercise for reducing the risk of diabetes are well documented.
",Health,0.7806214690208435
"The impact of educational attainment on social mobility is a topic of ongoing research.
",Education,0.8412348628044128
"The importance of food transparency cannot be overstated.
",Food,0.9596050977706909
"The link between stress and mental health issues such as anxiety is well established.
",Health,0.7211971282958984
"The benefits of a problem-based learning education are many, including improved critical thinking and problem-solving skills.
",Education,0.7518290281295776
"The best way to find affordable accommodations is to use a vacation rental website.
",Environment,0.7225551605224609
"The importance of science outreach in promoting diversity and inclusion in STEM cannot be overstated.
",Science,0.9225876331329346
"The American Heart Association recommends regular physical activity to reduce the risk of heart disease.
",Health,0.7144728899002075
"The soccer match ended in a draw after a thrilling 90 minutes.
",Sports,0.9949900507926941
"The impact of overfishing on marine ecosystems is a topic of ongoing scientific research.
",Science,0.8777267336845398
"The impact of fashion on cultural homogenization is a topic of ongoing concern.
",Fashion,0.8950026035308838
"The Broadway show won multiple Tony Awards.
",Entertainment,0.868452250957489
"The benefits of regular exercise for immune function are well documented.
",Health,0.8558527231216431
"The triathlete completed the grueling race despite challenging conditions.
",Sports,0.9548032879829407
"The importance of cooking at home cannot be overstated.
",Food,0.7439173460006714
"The impact of sea level rise on coastal communities is a topic of ongoing scientific research.
",Science,0.892060399055481
"The indie film premiered at a prestigious film festival to critical acclaim.
",Environment,0.7274896502494812
"The impact of fashion on mental health is a topic of ongoing concern.
",Fashion,0.8645586967468262
"The impact of standardized testing on education is a topic of concern.
",Education,0.9501829743385315
"The impact of cultural appropriation in fashion is a topic of ongoing debate.
",Fashion,0.8174622654914856
"The benefits of eating a DASH diet are many, including reduced blood pressure and improved heart health.
",Health,0.7728211283683777
"The benefits of using biomass energy are many, including reduced greenhouse gas emissions and improved sustainability.
",Environment,0.7566325068473816
"The importance of food sovereignty cannot be overstated.
",Food,0.9715955257415771
"The benefits of using hydroelectric power are many, including reduced greenhouse gas emissions and improved sustainability.
",Environment,0.7802069187164307
"The impact of climate change on travel is becoming increasingly clear.
",Travel,0.9656922221183777
"The opposition party is calling for a vote of no confidence in the prime minister.
",Politics,0.9695764183998108
"The cost of healthcare is a major concern for many Americans.
",Health,0.9672735929489136
"The sports supplement company sponsors athletes to promote their products.
",Sports,0.9563531279563904
"The sports commentator provided insightful analysis during the game.
",Sports,0.9764926433563232
"The benefits of a cooperative learning education are many, including improved teamwork and social skills.
",Education,0.8982318639755249
"The World Health Organization has declared a global health emergency due to the spread of the coronavirus.
",Health,0.8780581951141357
"The benefits of using green roofs are many, including reduced energy consumption and improved stormwater management.
",Environment,0.7754750847816467
"The sports apparel company sponsors elite athletes in various disciplines.
",Sports,0.906676173210144
"The singer's new single climbed the charts, becoming a summer anthem.
",Entertainment,0.7046946287155151
"The importance of environmental education in education cannot be overstated.
",Environment,0.9331392049789429
"The importance of character education in education cannot be overstated.
",Education,0.8126265406608582
"The importance of physical education in education cannot be overstated.
",Education,0.7211267352104187
"The art museum offers educational programs for children and families.
",Education,0.82132887840271
"The impact of the aging population on luxury travel is a topic of concern.
",Travel,0.9030539989471436
"The benefits of financial planning for personal finance are well established.
",Finance,0.8085073828697205
"The two parties are at odds over the proposed budget.
",Politics,0.8109859824180603
"The prime minister has announced a new plan to improve the economy.
",Politics,0.7415294051170349
"The impact of desertification on the environment is a topic of ongoing concern.
",Environment,0.9006797075271606
"The impact of food deserts on childhood obesity is a topic of concern.
",Food,0.7736464142799377
"The impact of educational attainment on sustainable development is a topic of concern.
",Education,0.9456701278686523
"The benefits of traveling by camel are many, including adventure and cultural experience.
",Travel,0.8375465273857117
"The importance of science diplomacy in promoting international cooperation and addressing global challenges cannot be overstated.
",Science,0.9381909966468811
"The importance of protecting mangroves in maintaining coastal ecosystems cannot be overemphasized.
",Environment,0.8037627339363098
"The senator is facing criticism for her stance on the recent bill.
",Politics,0.8641363978385925
"The impact of fashion trends on consumer behavior is a topic of ongoing research.
",Fashion,0.8912371397018433
"The impact of fashion on social justice is a topic of ongoing research.
",Fashion,0.8442458510398865
"The benefits of a competency-based education are many, including improved mastery and skill development skills.
",Education,0.829648494720459
"The sports agent negotiates contracts on behalf of professional athletes.
",Sports,0.9448151588439941
"The benefits of eating a low-histamine diet are many, including reduced allergy symptoms and improved gut health.
",Health,0.8013505339622498
"The importance of reading food labels cannot be overstated.
",Food,0.9412094354629517
"The benefits of traveling by motorcycle are many, including adventure and freedom.
",Travel,0.8872771859169006
"The importance of ethical labor practices in fashion cannot be overstated.
",Fashion,0.9440189003944397
"The benefits of using zero-waste design in fashion are many, including reduced waste and improved sustainability.
",Fashion,0.9274574518203735
"The opposition party is calling for a national referendum.
",Politics,0.9258102178573608
"The importance of protecting riparian zones in maintaining water quality cannot be overemphasized.
",Environment,0.7759940028190613
"The e-commerce platform uses algorithms to recommend personalized products to customers.
",Technology,0.915627658367157
"The impact of ocean warming on marine life is a topic of ongoing scientific research.
",Science,0.9348695278167725
"The importance of food quality cannot be overemphasized.
",Food,0.9311006665229797
"The American Heart Association recommends eating a diet low in saturated and trans fats to reduce the risk of heart disease.
",Health,0.7048329710960388
"The coach motivated the team with an inspiring pep talk before the game.
",Sports,0.9158157110214233
"The soccer player was awarded MVP for outstanding performance throughout the season.
",Sports,0.9922780394554138
"The Congress is debating a new bill to reform the financial sector.
",Finance,0.904455840587616
"The American Heart Association recommends a diet low in sugar to reduce the risk of heart disease.
",Health,0.7177124619483948
"The importance of digital citizenship education in education cannot be overemphasized.
",Education,0.887768566608429
"The benefits of regular exercise for mental health are well documented.
",Health,0.761709451675415
"The importance of reducing water pollution in promoting sustainability cannot be overstated.
",Environment,0.7364587783813477
"The impact of fashion on water consumption is a topic of ongoing concern.
",Fashion,0.9308127760887146
"The importance of sustainable fashion marketing in promoting sustainability cannot be overstated.
",Fashion,0.953784167766571
"The American Heart Association recommends a diet low in cholesterol to reduce the risk of heart disease.
",Health,0.717022180557251
"The importance of ethics education in education cannot be overstated.
",Education,0.8327152132987976
"The benefits of a healthy diet for gut health are becoming increasingly clear.
",Health,0.791427493095398
"The benefits of a global education are many, including improved cross-cultural understanding and global awareness skills.
",Education,0.9026666283607483
"The robotics engineer designs robots for various applications, from manufacturing to healthcare.
",Health,0.838499128818512
"The World Health Organization is urging countries to invest in infectious disease control programs.
",Health,0.8776372671127319
"The importance of travel insurance cannot be overstated.
",Travel,0.9435369968414307
"The benefits of a healthy gut microbiome for overall health are becoming increasingly clear.
",Health,0.8709466457366943
"The importance of sustainable textile innovation in fashion cannot be overemphasized.
",Fashion,0.9423668384552002
"The startup accelerator provides mentoring and funding to early-stage tech companies.
",Technology,0.8885024189949036
"The impact of fashion on labor rights is a topic of ongoing research.
",Fashion,0.8379048109054565
"The importance of scientific ethics in ensuring the responsible conduct of research cannot be overemphasized.
",Science,0.9046498537063599
"The impact of fashion advertising on body image is a topic of ongoing concern.
",Fashion,0.8192218542098999
"The rowing team trained on the river early in the morning.
",Sports,0.986984372138977
"The impact of fashion on cultural heritage is a topic of ongoing concern.
",Fashion,0.8336940407752991
"The impact of the opioid crisis on healthcare costs is a topic of concern.
",Health,0.8527244329452515
"The opposition party is calling for a national strike.
",Politics,0.9340323209762573
"The benefits of a flipped classroom education are many, including improved engagement and retention skills.
",Education,0.9072660207748413
"The benefits of eating a low-lectin diet are many, including improved gut health and reduced inflammation.
",Health,0.7575925588607788
"The prime minister has announced a new plan to improve education.
",Education,0.9737673401832581
"The coding bootcamp teaches students programming languages and software development skills.
",Environment,0.7307825088500977
"The importance of global competence education in education cannot be overstated.
",Education,0.9154962301254272
"The theater production received a standing ovation from the audience.
",Entertainment,0.9717041254043579
"The benefits of solar power are many, including reduced greenhouse gas emissions and improved energy security.
",Environment,0.7240082025527954
"The impact of ocean acidification on marine life is a topic of ongoing scientific research.
",Science,0.9047929048538208
"The Supreme Court has issued a ruling on the controversial issue.
",Environment,0.735248863697052
"The link between poor nutrition and chronic diseases such as heart disease and cancer is well established.
",Health,0.7700397372245789
"The benefits of eating a raw food diet are many, including improved nutrient absorption and enzyme activity.
",Health,0.7461321949958801
"The best way to find the best local outdoor activities is to do your research ahead of time.
",Environment,0.7777859568595886
"The impact of food marketing on children is a topic of concern.
",Food,0.859913170337677
"The benefits of a healthy lifestyle for reducing the risk of chronic diseases are well documented.
",Health,0.870968759059906
"The benefits of robotics are many, including improved efficiency and safety in manufacturing and other industries.
",Technology,0.7741336226463318
"The benefits of using sustainable materials are many, including reduced resource depletion and improved sustainability.
",Environment,0.7363178730010986
"The benefits of smart grids are many, including improved energy efficiency and reduced greenhouse gas emissions.
",Environment,0.7282628417015076
"The impact of the aging population on solo travel is a topic of concern.
",Travel,0.8720358610153198
"The wrestling match was intense, with both competitors giving their all.
",Sports,0.9303271770477295
"The opposition party is calling for a national protest.
",Politics,0.9055582880973816
"The importance of food diversity cannot be overemphasized.
",Food,0.9153540730476379
"The benefits of a multilingual education are many, including improved cognitive and cultural awareness skills.
",Education,0.8682785034179688
"The importance of circular fashion in promoting sustainability cannot be overstated.
",Fashion,0.9376696348190308
"The impact of government regulation on finance is a topic of concern.
",Finance,0.9460698962211609
"The importance of food education cannot be overstated.
",Food,0.9627310633659363
"The benefits of regenerative medicine are many, including potential for repairing or replacing damaged tissues and organs.
",Health,0.7009971737861633
"The impact of teacher quality on student outcomes is a topic of ongoing research.
",Education,0.7375333309173584
"The student loan debt crisis is affecting millions of young people.
",Education,0.9396963715553284
"The basketball game went into overtime, but the home team emerged victorious.
",Sports,0.9958972930908203
"The impact of oil spills on the environment is a topic of ongoing research.
",Environment,0.734033465385437
"The swimmer broke the national record in the 200-meter butterfly.
",Sports,0.9752283096313477
"The impact of food deserts on food literacy is a topic of concern.
",Food,0.8423450589179993
"The benefits of a healthy lifestyle for reducing the risk of heart disease are well established.
",Health,0.8153529167175293
"The impact of the gig economy on travel experiences is a topic of ongoing debate.
",Travel,0.966311514377594
"The importance of food safety cannot be overstated.
",Food,0.9383557438850403
